name1	name2	siteStart1	siteEnd1	siteStart2	siteEnd2	siteLen	siteCmpl	siteScore	regStart1	regLen1	regStart2	regLen2	regGC	deltaG	Pvalue	Padj	key
2357	ENSMUST00000184554.7	chr3_184155252_184155467_+@DVL3_ENSMUST00000171572.8:Dvl3	94	103	100	109	10	1	40	84	30	90	30	0.85	-13.12	2.29e-05	0.000234	chr3_184155252_184155467_+@DVL3_ENSMUST00000171572.8:Dvl3 94
2358	ENSMUST00000184554.7	chr9_99104966_99105265_+@TGFBR1_ENSMUST00000044234.13:Tgfbr1	47	59	516	528	13	0.92308	40	34	39	503	39	0.79487	-13.12	0.000616	0.00234	chr9_99104966_99105265_+@TGFBR1_ENSMUST00000044234.13:Tgfbr1 47
2359	ENSMUST00000184554.7	chr6_37170091_37170165_+@PIM1_ENSMUST00000024811.8:Pim1	15	28	305	318	14	0.78571	38	1	42	291	42	0.78571	-13.12	1.82e-06	4.25e-05	chr6_37170091_37170165_+@PIM1_ENSMUST00000024811.8:Pim1 15
2360	ENSMUST00000184554.7	chr9_130835131_130835430_+@ABL1_ENSMUST00000028190.12:Abl1	121	130	215	224	10	0.9	37	111	30	205	30	0.78333	-13.12	0.000639	0.0024	chr9_130835131_130835430_+@ABL1_ENSMUST00000028190.12:Abl1 121
2361	ENSMUST00000184554.7	chr2_219279393_219279567_+@DNAJB2_ENSMUST00000185654.2:Dnajb2	113	133	224	244	21	0.66667	38	92	63	203	63	0.7619	-13.12	0.00521	0.0111	chr2_219279393_219279567_+@DNAJB2_ENSMUST00000185654.2:Dnajb2 113
2362	ENSMUST00000184554.7	chr4_39977785_39978060_-@PDS5A_ENSMUST00000201948.3:Pds5a	93	101	504	512	9	1	36	84	27	495	27	0.85185	-13.12	1.1e-08	1.43e-06	chr4_39977785_39978060_-@PDS5A_ENSMUST00000201948.3:Pds5a 93
2363	ENSMUST00000184554.7	chr20_48921578_48921877_+@ARFGEF2_ENSMUST00000099078.9:Arfgef2	122	143	346	367	22	0.63636	41	100	66	324	66	0.75758	-13.12	0.000259	0.00126	chr20_48921578_48921877_+@ARFGEF2_ENSMUST00000099078.9:Arfgef2 122
2364	ENSMUST00000184554.7	chr14_52951113_52951323_-@FERMT2_ENSMUST00000045905.13:Fermt2	1	19	405	423	19	0.73684	39	1	38	386	57	0.71579	-13.11	1.52e-09	5.27e-07	chr14_52951113_52951323_-@FERMT2_ENSMUST00000045905.13:Fermt2 1
2365	ENSMUST00000184554.7	chr2_45009282_45009581_-@SIX2_ENSMUST00000024947.7:Six2	181	192	889	900	12	0.91667	38	169	36	877	36	0.84722	-13.11	5.34e-09	8.56e-07	chr2_45009282_45009581_-@SIX2_ENSMUST00000024947.7:Six2 181
2366	ENSMUST00000184554.7	chr20_17682229_17682391_-@RRBP1_ENSMUST00000037875.5:Rrbp1	41	50	715	724	10	1	40	31	30	705	30	0.78333	-13.11	3.85e-08	3.7e-06	chr20_17682229_17682391_-@RRBP1_ENSMUST00000037875.5:Rrbp1 41
2367	ENSMUST00000184554.7	chr3_50340672_50340895_-@RASSF1_ENSMUST00000156198.7:Rassf1	23	38	52	67	16	0.75	45	7	48	36	48	0.78125	-13.11	0.00689	0.0139	chr3_50340672_50340895_-@RASSF1_ENSMUST00000156198.7:Rassf1 23
2368	ENSMUST00000184554.7	chr1_31938218_31938517_-@PTP4A2_ENSMUST00000030578.13:Ptp4a2	46	86	202	245	44	0.72727	70	2	129	158	132	0.82759	-13.11	3.21e-05	3e-04	chr1_31938218_31938517_-@PTP4A2_ENSMUST00000030578.13:Ptp4a2 46
2369	ENSMUST00000184554.7	chrX_21940446_21940664_+@SMS_ENSMUST00000145477.7:Sms	20	46	355	380	27	0.81481	42	1	73	328	80	0.78431	-13.11	0.000126	0.000753	chrX_21940446_21940664_+@SMS_ENSMUST00000145477.7:Sms 20
2370	ENSMUST00000184554.7	chr9_133417833_133417996_-@REXO4_ENSMUST00000135752.1:Rexo4	168	195	955	982	28	0.64286	39	140	84	927	74	0.67089	-13.11	0.00113	0.00358	chr9_133417833_133417996_-@REXO4_ENSMUST00000135752.1:Rexo4 168
2371	ENSMUST00000184554.7	chr6_107958162_107958357_-@SEC63_ENSMUST00000155410.7:Sec63	132	143	704	715	12	0.83333	40	120	36	692	36	0.73611	-13.1	0.000559	0.00217	chr6_107958162_107958357_-@SEC63_ENSMUST00000155410.7:Sec63 132
2372	ENSMUST00000184554.7	chr1_169106540_169106839_+@ATP1B1_ENSMUST00000192522.1:Atp1b1	173	192	958	976	20	0.8	38	153	60	938	59	0.72269	-13.1	0.00213	0.00564	chr1_169106540_169106839_+@ATP1B1_ENSMUST00000192522.1:Atp1b1 173
2373	ENSMUST00000184554.7	chr18_657665_657858_+@TYMS_ENSMUST00000138520.1:Tyms	125	146	793	816	24	0.70833	38	101	70	769	72	0.74648	-13.1	0.00517	0.0111	chr18_657665_657858_+@TYMS_ENSMUST00000138520.1:Tyms 125
2374	ENSMUST00000184554.7	chr7_102286729_102287028_+@SH2B2_ENSMUST00000196447.1:Sh2b2	95	106	807	818	12	0.83333	42	83	36	795	36	0.83333	-13.1	0.00388	0.00891	chr7_102286729_102287028_+@SH2B2_ENSMUST00000196447.1:Sh2b2 95
2375	ENSMUST00000184554.7	chr14_49892845_49893045_+@ARF6_ENSMUST00000050063.8:Arf6	10	24	182	196	15	0.8	47	1	39	167	45	0.7619	-13.1	5.89e-06	9.23e-05	chr14_49892845_49893045_+@ARF6_ENSMUST00000050063.8:Arf6 10
2376	ENSMUST00000184554.7	chr9_127785884_127786183_+@CDK9_ENSMUST00000154131.1:Cdk9	184	194	521	531	11	0.81818	36	173	33	510	33	0.71212	-13.1	2.64e-06	5.18e-05	chr9_127785884_127786183_+@CDK9_ENSMUST00000154131.1:Cdk9 184
2377	ENSMUST00000184554.7	chr1_167936597_167936845_+@DCAF6_ENSMUST00000027856.12:Dcaf6	96	104	919	927	9	1	36	87	27	910	27	0.83333	-13.1	7.69e-05	0.000526	chr1_167936597_167936845_+@DCAF6_ENSMUST00000027856.12:Dcaf6 96
2378	ENSMUST00000184554.7	chr14_81220917_81221108_-@GTF2A1_ENSMUST00000021345.13:Gtf2a1	181	194	302	315	14	0.92857	46	167	42	288	42	0.80952	-13.09	0.000156	0.000869	chr14_81220917_81221108_-@GTF2A1_ENSMUST00000021345.13:Gtf2a1 181
2379	ENSMUST00000184554.7	chr17_4833228_4833527_+@MINK1_ENSMUST00000079244.11:Mink1	114	130	68	84	17	0.76471	40	97	51	51	51	0.80392	-13.09	0.000459	0.00188	chr17_4833228_4833527_+@MINK1_ENSMUST00000079244.11:Mink1 114
2380	ENSMUST00000184554.7	chr13_21604020_21604319_-@MICU2_ENSMUST00000224984.1:Micu2	127	156	700	729	30	0.76667	55	97	90	670	90	0.8	-13.09	0.0019	0.0052	chr13_21604020_21604319_-@MICU2_ENSMUST00000224984.1:Micu2 127
2381	ENSMUST00000184554.7	chr14_52951113_52951323_-@FERMT2_ENSMUST00000045905.13:Fermt2	101	119	422	440	19	0.73684	38	82	57	403	57	0.72807	-13.09	1.52e-09	5.27e-07	chr14_52951113_52951323_-@FERMT2_ENSMUST00000045905.13:Fermt2 101
2382	ENSMUST00000184554.7	chr12_68610749_68611048_+@RAP1B_ENSMUST00000064667.8:Rap1b	191	201	448	458	11	0.81818	38	180	33	437	33	0.78788	-13.09	2.62e-06	5.18e-05	chr12_68610749_68611048_+@RAP1B_ENSMUST00000064667.8:Rap1b 191
2383	ENSMUST00000184554.7	chr12_132559875_132560174_+@FBRSL1_ENSMUST00000198834.1:Fbrsl1	94	102	713	721	9	1	36	85	27	704	27	0.83333	-13.09	0.00716	0.0143	chr12_132559875_132560174_+@FBRSL1_ENSMUST00000198834.1:Fbrsl1 94
2384	ENSMUST00000184554.7	chr1_88684310_88684415_+@PKN2_ENSMUST00000173913.7:Pkn2	189	200	865	876	12	0.91667	43	177	36	853	36	0.72222	-13.09	4.14e-05	0.000357	chr1_88684310_88684415_+@PKN2_ENSMUST00000173913.7:Pkn2 189
2385	ENSMUST00000184554.7	chr15_41972404_41972703_-@EHD4_ENSMUST00000148073.1:Ehd4	94	103	733	742	10	0.9	37	84	30	723	30	0.8	-13.08	0.000793	0.00281	chr15_41972404_41972703_-@EHD4_ENSMUST00000148073.1:Ehd4 94
2386	ENSMUST00000184554.7	chr3_185825025_185825129_-@IGF2BP2_ENSMUST00000129913.7:Igf2bp2	27	41	488	502	15	0.86667	36	12	45	473	45	0.77778	-13.08	8.04e-06	0.00011	chr3_185825025_185825129_-@IGF2BP2_ENSMUST00000129913.7:Igf2bp2 27
2387	ENSMUST00000184554.7	chr6_31620545_31620705_+@PRRC2A_ENSMUST00000025253.11:Prrc2a	180	196	776	792	17	0.82353	43	163	51	759	51	0.77451	-13.08	5.93e-05	0.000446	chr6_31620545_31620705_+@PRRC2A_ENSMUST00000025253.11:Prrc2a 180
2388	ENSMUST00000184554.7	chr18_12884038_12884337_-@PTPN2_ENSMUST00000120934.7:Ptpn2	14	23	816	825	10	1	36	4	30	806	30	0.78333	-13.08	0.00282	0.00703	chr18_12884038_12884337_-@PTPN2_ENSMUST00000120934.7:Ptpn2 14
2389	ENSMUST00000184554.7	chr6_31620731_31620894_+@PRRC2A_ENSMUST00000172929.1:Prrc2a	180	196	838	854	17	0.82353	43	163	51	821	51	0.77451	-13.08	6.89e-05	0.000489	chr6_31620731_31620894_+@PRRC2A_ENSMUST00000172929.1:Prrc2a 180
2390	ENSMUST00000184554.7	chr2_1744532_1744694_-@PXDN_ENSMUST00000122328.7:Pxdn	133	145	258	270	13	0.76923	43	120	39	245	39	0.80769	-13.08	0.00128	0.00391	chr2_1744532_1744694_-@PXDN_ENSMUST00000122328.7:Pxdn 133
2391	ENSMUST00000184554.7	chr2_1744365_1744531_-@PXDN_ENSMUST00000118321.2:Pxdn	133	145	244	256	13	0.76923	43	120	39	231	39	0.80769	-13.08	0.00171	0.00482	chr2_1744365_1744531_-@PXDN_ENSMUST00000118321.2:Pxdn 133
2392	ENSMUST00000184554.7	chr9_133417833_133417996_-@REXO4_ENSMUST00000135752.1:Rexo4	136	158	740	764	25	0.68	37	111	73	715	75	0.68243	-13.08	0.00113	0.00358	chr9_133417833_133417996_-@REXO4_ENSMUST00000135752.1:Rexo4 136
2393	ENSMUST00000184554.7	chr3_184155252_184155467_+@DVL3_ENSMUST00000171572.8:Dvl3	136	150	326	341	16	0.875	37	120	47	310	48	0.8	-13.07	2.29e-05	0.000234	chr3_184155252_184155467_+@DVL3_ENSMUST00000171572.8:Dvl3 136
2394	ENSMUST00000184554.7	chr10_73811710_73811969_-@NDST2_ENSMUST00000223679.1:Ndst2	132	143	775	786	12	0.83333	40	120	36	763	36	0.77778	-13.07	3.81e-07	1.56e-05	chr10_73811710_73811969_-@NDST2_ENSMUST00000223679.1:Ndst2 132
2395	ENSMUST00000184554.7	chr2_45009282_45009581_-@SIX2_ENSMUST00000024947.7:Six2	117	129	932	944	13	0.92308	42	104	39	919	39	0.84615	-13.07	5.34e-09	8.56e-07	chr2_45009282_45009581_-@SIX2_ENSMUST00000024947.7:Six2 117
2396	ENSMUST00000184554.7	chr8_104589138_104589407_-@LRP12_ENSMUST00000022916.12:Lrp12	78	93	947	962	16	0.75	43	62	48	931	48	0.82292	-13.07	0.00246	0.00634	chr8_104589138_104589407_-@LRP12_ENSMUST00000022916.12:Lrp12 78
2397	ENSMUST00000184554.7	chr11_61161549_61161820_-@VPS37C_ENSMUST00000235921.1:Vps37c	6	20	943	957	15	0.8	38	1	35	928	45	0.65	-13.07	0.00505	0.0109	chr11_61161549_61161820_-@VPS37C_ENSMUST00000235921.1:Vps37c 6
2398	ENSMUST00000184554.7	chr9_35732039_35732212_-@TLN1_ENSMUST00000130670.1:Tln1	14	48	962	996	35	0.65714	46	1	83	927	74	0.80892	-13.07	0.000775	0.00277	chr9_35732039_35732212_-@TLN1_ENSMUST00000130670.1:Tln1 14
2399	ENSMUST00000184554.7	chr3_184155468_184155682_+@DVL3_ENSMUST00000169552.1:Dvl3	136	150	204	219	16	0.875	37	120	47	188	48	0.8	-13.07	0.000206	0.00108	chr3_184155468_184155682_+@DVL3_ENSMUST00000169552.1:Dvl3 136
2400	ENSMUST00000184554.7	chr13_114234747_114234922_+@CDC16_ENSMUST00000134645.7:Cdc16	188	200	229	241	13	0.92308	47	175	39	216	39	0.76923	-13.06	0.00753	0.0149	chr13_114234747_114234922_+@CDC16_ENSMUST00000134645.7:Cdc16 188
2401	ENSMUST00000184554.7	chr20_3889237_3889536_+@PANK2_ENSMUST00000184932.7:Pank2	93	105	206	218	13	0.92308	42	80	39	193	39	0.83333	-13.06	0.00721	0.0144	chr20_3889237_3889536_+@PANK2_ENSMUST00000184932.7:Pank2 93
2402	ENSMUST00000184554.7	chr21_45074430_45074729_+@ADARB1_ENSMUST00000149738.7:Adarb1	117	153	646	683	39	0.74359	47	78	115	607	116	0.79654	-13.06	4.44e-08	3.7e-06	chr21_45074430_45074729_+@ADARB1_ENSMUST00000149738.7:Adarb1 117
2403	ENSMUST00000184554.7	chr2_74465232_74465531_-@MOGS_ENSMUST00000032114.7:Mogs	132	143	340	351	12	0.75	39	120	36	328	36	0.76389	-13.06	0.000116	0.000718	chr2_74465232_74465531_-@MOGS_ENSMUST00000032114.7:Mogs 132
2404	ENSMUST00000184554.7	chr18_36828960_36829151_-@TPGS2_ENSMUST00000115817.2:Tpgs2	2	21	606	625	20	0.75	40	1	41	586	60	0.80198	-13.06	0.00509	0.0109	chr18_36828960_36829151_-@TPGS2_ENSMUST00000115817.2:Tpgs2 2
2405	ENSMUST00000184554.7	chr17_40818812_40819008_-@KRT10_ENSMUST00000211768.1:Krt10	71	85	973	987	15	0.8	44	56	45	958	43	0.77273	-13.06	4.51e-07	1.68e-05	chr17_40818812_40819008_-@KRT10_ENSMUST00000211768.1:Krt10 71
2406	ENSMUST00000184554.7	chr2_210171233_210171532_-@KANSL1L_ENSMUST00000068168.9:Kansl1l	133	144	800	811	12	0.91667	38	121	36	788	36	0.84722	-13.06	9.74e-06	0.000125	chr2_210171233_210171532_-@KANSL1L_ENSMUST00000068168.9:Kansl1l 133
2407	ENSMUST00000184554.7	chr2_27051544_27051817_+@AGBL5_ENSMUST00000201225.3:Agbl5	21	49	390	420	31	0.70968	46	1	80	359	93	0.71676	-13.06	0.000237	0.00119	chr2_27051544_27051817_+@AGBL5_ENSMUST00000201225.3:Agbl5 21
2408	ENSMUST00000184554.7	chr7_32957290_32957467_+@FKBP9_ENSMUST00000031795.7:Fkbp9	121	143	420	442	23	0.69565	36	98	69	397	69	0.77536	-13.06	6.62e-06	1e-04	chr7_32957290_32957467_+@FKBP9_ENSMUST00000031795.7:Fkbp9 121
2409	ENSMUST00000184554.7	chr8_38105379_38105678_+@ASH2L_ENSMUST00000139946.7:Ash2l	10	25	756	771	16	0.8125	51	1	41	740	48	0.83146	-13.06	1.69e-05	0.000189	chr8_38105379_38105678_+@ASH2L_ENSMUST00000139946.7:Ash2l 10
2410	ENSMUST00000184554.7	chr16_4734237_4734420_-@ANKS3_ENSMUST00000023157.5:Anks3	132	143	927	938	12	0.83333	42	120	36	915	36	0.80556	-13.05	3.32e-05	0.000307	chr16_4734237_4734420_-@ANKS3_ENSMUST00000023157.5:Anks3 132
2411	ENSMUST00000184554.7	chr17_32876974_32877273_-@MYO1D_ENSMUST00000125944.1:Myo1d	192	207	813	828	16	0.6875	40	176	48	797	48	0.67708	-13.05	0.00164	0.00467	chr17_32876974_32877273_-@MYO1D_ENSMUST00000125944.1:Myo1d 192
2412	ENSMUST00000184554.7	chr10_15168661_15168841_-@NMT2_ENSMUST00000081932.12:Nmt2	180	191	614	625	12	0.91667	36	168	36	602	36	0.77778	-13.05	5.05e-05	0.000397	chr10_15168661_15168841_-@NMT2_ENSMUST00000081932.12:Nmt2 180
2413	ENSMUST00000184554.7	chr3_136819067_136819287_+@SLC35G2_ENSMUST00000093792.3:Slc35g2	71	89	815	834	20	0.85	41	51	59	795	60	0.78992	-13.05	0.00214	0.00568	chr3_136819067_136819287_+@SLC35G2_ENSMUST00000093792.3:Slc35g2 71
2414	ENSMUST00000184554.7	chr4_1011485_1011784_+@FGFRL1_ENSMUST00000112560.7:Fgfrl1	4	31	100	127	28	0.75	43	1	59	72	84	0.87413	-13.05	2.37e-05	0.000238	chr4_1011485_1011784_+@FGFRL1_ENSMUST00000112560.7:Fgfrl1 4
2415	ENSMUST00000184554.7	chr2_64524198_64524497_+@AFTPH_ENSMUST00000177543.7:Aftph	10	28	460	478	19	0.68421	44	1	47	441	57	0.75962	-13.04	0.00697	0.014	chr2_64524198_64524497_+@AFTPH_ENSMUST00000177543.7:Aftph 10
2416	ENSMUST00000184554.7	chr5_128083616_128083915_+@SLC12A2_ENSMUST00000115366.2:Slc12a2	101	115	356	370	15	0.73333	37	86	45	341	45	0.78889	-13.04	0.000629	0.00236	chr5_128083616_128083915_+@SLC12A2_ENSMUST00000115366.2:Slc12a2 101
2417	ENSMUST00000184554.7	chr20_49713728_49714027_-@B4GALT5_ENSMUST00000109221.8:B4galt5	23	42	886	905	20	0.75	42	3	60	866	60	0.84167	-13.04	0.000393	0.00169	chr20_49713728_49714027_-@B4GALT5_ENSMUST00000109221.8:B4galt5 23
2418	ENSMUST00000184554.7	chr5_98928789_98928969_-@CHD1_ENSMUST00000173159.1:Chd1	172	191	178	197	20	0.75	42	152	60	158	60	0.775	-13.04	0.000406	0.00173	chr5_98928789_98928969_-@CHD1_ENSMUST00000173159.1:Chd1 172
2419	ENSMUST00000184554.7	chr3_50236054_50236353_+@GNAI2_ENSMUST00000192615.5:Gnai2	261	279	80	98	19	0.73684	39	242	57	61	57	0.50877	-13.04	0.00107	0.00347	chr3_50236054_50236353_+@GNAI2_ENSMUST00000192615.5:Gnai2 261
2420	ENSMUST00000184554.7	chr14_22819641_22819940_-@SLC7A7_ENSMUST00000227334.1:Slc7a7	30	47	253	270	18	0.77778	37	12	54	235	54	0.71296	-13.04	0.00325	0.00785	chr14_22819641_22819940_-@SLC7A7_ENSMUST00000227334.1:Slc7a7 30
2421	ENSMUST00000184554.7	chr12_6689176_6689408_-@ZNF384_ENSMUST00000112427.7:Zfp384	122	142	158	177	21	0.85714	40	101	63	137	62	0.816	-13.03	1.07e-05	0.000134	chr12_6689176_6689408_-@ZNF384_ENSMUST00000112427.7:Zfp384 122
2422	ENSMUST00000184554.7	chr3_138834738_138835037_-@PIK3CB_ENSMUST00000035037.13:Pik3cb	132	141	873	882	10	1	38	122	30	863	30	0.86667	-13.03	2.29e-07	1.16e-05	chr3_138834738_138835037_-@PIK3CB_ENSMUST00000035037.13:Pik3cb 132
2423	ENSMUST00000184554.7	chr2_201643335_201643634_-@TMEM237_ENSMUST00000186794.6:Tmem237	132	143	821	832	12	0.91667	36	120	36	809	36	0.86111	-13.03	0.00121	0.00376	chr2_201643335_201643634_-@TMEM237_ENSMUST00000186794.6:Tmem237 132
2424	ENSMUST00000184554.7	chr19_663034_663245_-@RNF126_ENSMUST00000219189.1:Rnf126	8	25	616	633	18	0.77778	44	1	43	598	54	0.86598	-13.03	2.19e-06	4.66e-05	chr19_663034_663245_-@RNF126_ENSMUST00000219189.1:Rnf126 8
2425	ENSMUST00000184554.7	chr13_113584526_113584714_+@TFDP1_ENSMUST00000210501.1:Tfdp1	233	250	392	409	18	0.66667	37	215	54	374	54	0.51852	-13.03	1.19e-07	7.73e-06	chr13_113584526_113584714_+@TFDP1_ENSMUST00000210501.1:Tfdp1 233
2426	ENSMUST00000184554.7	chr2_74529589_74529724_-@AUP1_ENSMUST00000203180.1:Aup1	32	42	234	244	11	0.81818	36	21	33	223	33	0.77273	-13.03	0.00454	0.0101	chr2_74529589_74529724_-@AUP1_ENSMUST00000203180.1:Aup1 32
2427	ENSMUST00000184554.7	chr1_43530754_43531053_+@PTPRF_ENSMUST00000222620.1:Ptprf	27	49	781	801	23	0.86957	48	4	69	758	67	0.86765	-13.03	2.16e-05	0.000226	chr1_43530754_43531053_+@PTPRF_ENSMUST00000222620.1:Ptprf 27
2428	ENSMUST00000184554.7	chr6_144008109_144008320_-@PLAGL1_ENSMUST00000143582.7:Plagl1	21	38	133	150	18	0.66667	40	3	54	115	54	0.68519	-13.03	0.00311	0.00763	chr6_144008109_144008320_-@PLAGL1_ENSMUST00000143582.7:Plagl1 21
2429	ENSMUST00000184554.7	chr5_69093909_69094208_+@SLC30A5_ENSMUST00000225922.1:Slc30a5	94	108	651	665	15	0.86667	38	79	45	636	45	0.78889	-13.02	0.000172	0.000931	chr5_69093909_69094208_+@SLC30A5_ENSMUST00000225922.1:Slc30a5 94
2430	ENSMUST00000184554.7	chr7_148698505_148698690_+@CUL1_ENSMUST00000031697.8:Cul1	30	39	705	714	10	0.9	37	20	30	695	30	0.86667	-13.02	0.00706	0.0142	chr7_148698505_148698690_+@CUL1_ENSMUST00000031697.8:Cul1 30
2431	ENSMUST00000184554.7	chr10_29736969_29737076_-@SVIL_ENSMUST00000131210.7:Svil	135	145	51	61	11	0.90909	41	124	33	40	33	0.84848	-13.02	0.00548	0.0116	chr10_29736969_29737076_-@SVIL_ENSMUST00000131210.7:Svil 135
2432	ENSMUST00000184554.7	chr15_77071143_77071325_-@TSPAN3_ENSMUST00000034876.9:Tspan3	128	144	964	980	17	0.88235	46	111	51	947	51	0.79412	-13.02	0.00466	0.0103	chr15_77071143_77071325_-@TSPAN3_ENSMUST00000034876.9:Tspan3 128
2433	ENSMUST00000184554.7	chr11_126355406_126355705_-@CATG00000007372.1_ENSMUST00000034537.7:St3gal4	6	25	744	763	20	0.65	39	1	45	724	60	0.65714	-13.02	0.00771	0.0152	chr11_126355406_126355705_-@CATG00000007372.1_ENSMUST00000034537.7:St3gal4 6
2434	ENSMUST00000184554.7	chr4_2963470_2963769_+@GRK4_ENSMUST00000074651.10:Grk4	81	92	214	225	12	0.66667	36	69	36	202	36	0.79167	-13.02	0.00317	0.00772	chr4_2963470_2963769_+@GRK4_ENSMUST00000074651.10:Grk4 81
2435	ENSMUST00000184554.7	chr11_6655659_6655958_-@DCHS1_ENSMUST00000154659.1:Dchs1	64	94	729	759	31	0.74194	68	33	93	698	93	0.81183	-13.01	0.00012	0.000732	chr11_6655659_6655958_-@DCHS1_ENSMUST00000154659.1:Dchs1 64
2436	ENSMUST00000184554.7	chr3_170357171_170357331_+@SKIL_ENSMUST00000118470.7:Skil	12	23	468	479	12	0.75	37	1	35	456	36	0.80282	-13.01	6.39e-05	0.000466	chr3_170357171_170357331_+@SKIL_ENSMUST00000118470.7:Skil 12
2437	ENSMUST00000184554.7	chr8_23246491_23246790_+@CHMP7_ENSMUST00000036381.9:Chmp7	124	135	932	943	12	0.83333	40	112	36	920	36	0.81944	-13.01	0.00197	0.00531	chr8_23246491_23246790_+@CHMP7_ENSMUST00000036381.9:Chmp7 124
2438	ENSMUST00000184554.7	chr3_170357565_170357864_+@SKIL_ENSMUST00000117728.7:Skil	12	23	401	412	12	0.75	37	1	35	389	36	0.80282	-13.01	6.86e-05	0.000488	chr3_170357565_170357864_+@SKIL_ENSMUST00000117728.7:Skil 12
2439	ENSMUST00000184554.7	chr7_24573303_24573399_+@MPP6_ENSMUST00000203415.1:Mpp6	114	137	353	375	24	0.75	50	90	72	329	71	0.86014	-13.01	0.000445	0.00185	chr7_24573303_24573399_+@MPP6_ENSMUST00000203415.1:Mpp6 114
2440	ENSMUST00000184554.7	chr20_45406438_45406629_+@DBNDD2_ENSMUST00000143690.7:Dbndd2	30	43	341	354	14	0.85714	41	16	42	327	42	0.7619	-13.01	1.11e-05	0.000138	chr20_45406438_45406629_+@DBNDD2_ENSMUST00000143690.7:Dbndd2 30
2441	ENSMUST00000184554.7	chr3_41199493_41199654_+@CTNNB1_ENSMUST00000130845.8:Ctnnb1	2	24	825	847	23	0.65217	38	1	47	802	69	0.81897	-13.01	0.00203	0.00544	chr3_41199493_41199654_+@CTNNB1_ENSMUST00000130845.8:Ctnnb1 2
2442	ENSMUST00000184554.7	chr10_91798277_91798576_+@TNKS2_ENSMUST00000168656.7:Tnks2	36	48	451	463	13	0.84615	37	23	39	438	39	0.80769	-13.01	1.48e-07	8.54e-06	chr10_91798277_91798576_+@TNKS2_ENSMUST00000168656.7:Tnks2 36
2443	ENSMUST00000184554.7	chr12_120469523_120469822_-@SRSF9_ENSMUST00000209604.1:Srsf9	171	185	114	128	15	0.86667	45	156	45	99	45	0.76667	-13.01	1.5e-05	0.000175	chr12_120469523_120469822_-@SRSF9_ENSMUST00000209604.1:Srsf9 171
2444	ENSMUST00000184554.7	chr5_177426533_177426708_+@GRK6_ENSMUST00000224995.1:Grk6	162	174	873	885	13	0.84615	36	149	39	860	39	0.58974	-13.01	0.00163	0.00466	chr5_177426533_177426708_+@GRK6_ENSMUST00000224995.1:Grk6 162
2445	ENSMUST00000184554.7	chr9_114155387_114155686_+@COL27A1_ENSMUST00000036300.12:Col27a1	93	101	27	35	9	1	36	84	27	18	27	0.83333	-13.01	3.53e-06	6.45e-05	chr9_114155387_114155686_+@COL27A1_ENSMUST00000036300.12:Col27a1 93
2446	ENSMUST00000184554.7	chr1_84506309_84506497_+@SPATA1_ENSMUST00000197684.1:Spata1	175	185	884	894	11	0.81818	36	164	33	873	33	0.77273	-13	0.00219	0.00576	chr1_84506309_84506497_+@SPATA1_ENSMUST00000197684.1:Spata1 175
2447	ENSMUST00000184554.7	chr14_77028549_77028848_-@IRF2BPL_ENSMUST00000038422.7:Irf2bpl	129	145	733	749	17	0.82353	45	112	51	716	51	0.77451	-13	0.00313	0.00767	chr14_77028549_77028848_-@IRF2BPL_ENSMUST00000038422.7:Irf2bpl 129
2448	ENSMUST00000184554.7	chr15_51971624_51971923_-@LEO1_ENSMUST00000048937.5:Leo1	86	121	154	191	38	0.60526	65	48	112	116	114	0.79204	-13	0.00852	0.0162	chr15_51971624_51971923_-@LEO1_ENSMUST00000048937.5:Leo1 86
2449	ENSMUST00000184554.7	chr1_23019318_23019617_+@KDM1A_ENSMUST00000105847.7:Kdm1a	96	111	971	986	16	0.8125	39	80	48	955	46	0.81915	-12.99	3.93e-08	3.7e-06	chr1_23019318_23019617_+@KDM1A_ENSMUST00000105847.7:Kdm1a 96
2450	ENSMUST00000184554.7	chr16_2969198_2969497_+@PAQR4_ENSMUST00000024702.4:Paqr4	121	143	971	993	23	0.65217	40	98	69	948	53	0.81967	-12.99	0.00917	0.0172	chr16_2969198_2969497_+@PAQR4_ENSMUST00000024702.4:Paqr4 121
2451	ENSMUST00000184554.7	chr14_100306291_100306486_-@SLC25A29_ENSMUST00000139714.1:Slc25a29	197	208	961	972	12	0.75	37	185	36	949	36	0.69444	-12.99	0.00128	0.00391	chr14_100306291_100306486_-@SLC25A29_ENSMUST00000139714.1:Slc25a29 197
2452	ENSMUST00000184554.7	chr22_41468967_41469266_+@ACO2_ENSMUST00000231091.1:Aco2	137	145	64	72	9	1	36	128	27	55	27	0.77778	-12.99	0.00134	0.00407	chr22_41468967_41469266_+@ACO2_ENSMUST00000231091.1:Aco2 137
2453	ENSMUST00000184554.7	chr2_10448361_10448542_-@ODC1_ENSMUST00000222617.1:Odc1	17	27	442	452	11	1	42	6	33	431	33	0.81818	-12.99	0.00132	0.00402	chr2_10448361_10448542_-@ODC1_ENSMUST00000222617.1:Odc1 17
2454	ENSMUST00000184554.7	chr6_43171119_43171292_+@SRF_ENSMUST00000015749.6:Srf	73	85	551	563	13	0.84615	39	60	39	538	39	0.85897	-12.99	1.8e-10	1.88e-07	chr6_43171119_43171292_+@SRF_ENSMUST00000015749.6:Srf 73
